partner_id,country,city,vehicle_type,tenure_months,registration_date,trip_completion_rate,avg_customer_rating,consistency_score,cancellation_rate,total_trips,monthly_earnings_usd,earning_volatility,peak_hours_utilization,weekend_activity_ratio,feature_adoption_score,platform_activity_days_per_month,grabpay_usage_frequency,referral_count,traditional_credit_score,nova_score,risk_category,vehicle_loan_eligible,business_loan_eligible,max_loan_amount_usd,interest_rate_offered,last_30_days_trips,recent_rating_trend,recent_earnings_trend
GRB_003001,Indonesia,Medan,Car,2.0,2025-06-29,0.876,3.85,0.478,0.118,355,552.39,0.427,0.247,0.887,0.335,24.2,1.8,0,566.0,493,High,True,False,2761.96,20.4,72,0.02,-0.03
GRB_003002,Indonesia,Surabaya,Motorcycle,5.9,2025-03-03,0.867,4.28,0.648,0.047,1064,555.43,0.459,0.391,0.377,0.35,20.1,2.8,0,,513,Medium,True,False,5554.27,14.4,66,-0.07,0.08
GRB_003004,Indonesia,Bandung,Car,5.6,2025-03-13,0.814,4.32,0.476,0.125,1003,1325.67,0.485,0.578,0.956,0.306,22.6,15.1,2,609.0,515,Medium,True,False,13256.67,15.6,77,-0.07,-0.05
GRB_003005,Indonesia,Surabaya,Motorcycle,9.6,2024-11-12,0.938,4.44,0.862,0.124,2114,736.67,0.22,0.618,0.389,0.43,25.0,11.3,6,,607,Medium,True,False,7366.67,17.4,137,-0.16,-0.17
GRB_003007,Indonesia,Medan,Both,6.0,2025-02-28,0.85,4.12,0.727,0.059,1082,727.58,0.373,0.368,0.361,0.196,16.4,10.0,1,558.0,509,Medium,True,True,7275.81,14.5,80,-0.13,0.13
GRB_003008,Indonesia,Bandung,Car,17.9,2024-03-08,1.005,4.73,0.998,0.039,4661,2233.05,0.134,0.78,0.728,0.486,30.0,4.8,6,,712,Low,True,True,33495.7,9.4,200,0.04,0.19
GRB_003012,Indonesia,Bandung,Motorcycle,3.0,2025-05-29,0.965,4.43,0.573,0.029,665,586.24,0.181,0.515,0.439,0.437,24.9,13.1,0,,539,Medium,True,True,5862.45,16.2,123,0.2,-0.09
GRB_003017,Indonesia,Surabaya,Car,22.5,2023-10-21,0.984,4.68,1.0,0.047,5862,2329.36,0.1,0.213,0.882,0.768,27.7,0.5,6,,736,Low,True,True,34940.41,10.1,192,0.08,0.17
GRB_003019,Indonesia,Surabaya,Car,1.2,2025-07-23,0.94,4.53,0.857,0.049,262,920.31,0.312,0.67,0.859,0.404,20.2,12.8,0,,543,Medium,True,True,9203.13,17.4,146,-0.1,-0.18
GRB_003021,Indonesia,Jakarta,Motorcycle,7.2,2025-01-25,0.965,4.95,1.0,0.141,1863,1044.03,0.249,0.796,0.271,0.656,26.4,3.4,1,,613,Medium,True,False,10440.34,12.4,216,0.01,-0.11
GRB_003024,Indonesia,Jakarta,Car,10.8,2024-10-07,0.99,4.82,0.833,0.1,2814,1611.29,0.248,0.453,0.793,0.498,30.0,3.7,5,795.0,637,Medium,True,True,16112.91,12.7,191,-0.06,-0.18
GRB_003025,Indonesia,Surabaya,Motorcycle,1.5,2025-07-13,0.882,4.33,0.618,0.081,271,525.92,0.419,0.115,0.496,0.288,15.4,13.8,0,633.0,496,High,False,False,2629.58,21.0,69,-0.12,0.03
GRB_003026,Indonesia,Bandung,Car,38.5,2022-06-29,0.973,4.91,1.0,0.028,10018,2772.2,0.101,0.379,0.263,0.731,29.2,16.4,13,,709,Low,True,True,41583.02,10.5,195,0.08,0.08
GRB_003029,Indonesia,Surabaya,Car,34.1,2022-11-09,0.999,4.94,1.0,0.004,8863,2191.47,0.22,0.568,0.603,0.638,29.9,22.0,9,848.0,673,Low,True,True,32872.12,10.4,224,-0.04,-0.02
GRB_003030,Indonesia,Bandung,Motorcycle,17.4,2024-03-25,0.976,4.98,0.971,0.089,4515,1280.05,0.094,0.796,0.558,0.72,30.0,9.6,7,625.0,684,Low,True,True,19200.75,9.7,191,-0.11,0.02
GRB_003031,Indonesia,Jakarta,Motorcycle,15.3,2024-05-27,0.904,4.44,0.945,0.062,3358,731.73,0.248,0.532,0.571,0.575,18.1,22.3,4,749.0,604,Medium,True,True,7317.33,16.2,132,0.08,0.25
GRB_003032,Indonesia,Surabaya,Motorcycle,5.6,2025-03-11,0.895,4.26,0.762,0.091,1241,654.57,0.302,0.057,0.877,0.347,18.8,10.6,2,580.0,513,Medium,True,True,6545.71,17.1,139,-0.0,-0.12
GRB_003033,Indonesia,Jakarta,Motorcycle,26.0,2023-07-11,0.947,4.85,1.0,0.142,6751,1058.92,0.144,0.406,0.187,0.587,25.3,1.4,9,,650,Low,True,True,15883.83,11.1,181,0.12,-0.35
GRB_003035,Indonesia,Bandung,Car,27.7,2023-05-20,0.988,4.59,1.0,0.164,7195,2438.71,0.113,0.745,0.61,0.844,25.1,1.3,7,681.0,690,Low,True,True,36580.7,10.7,206,-0.02,-0.02
GRB_003036,Indonesia,Jakarta,Car,14.9,2024-06-07,1.004,4.46,1.0,0.075,3867,1841.09,0.05,0.483,0.484,0.609,28.9,4.5,2,,672,Low,True,True,27616.42,11.3,202,0.02,0.33
GRB_003039,Indonesia,Surabaya,Motorcycle,2.3,2025-06-19,0.938,4.45,0.49,0.129,508,388.66,0.198,0.377,0.379,0.463,23.5,19.8,0,618.0,511,Medium,True,True,3886.58,12.4,132,0.05,0.15
GRB_003040,Indonesia,Surabaya,Motorcycle,9.3,2024-11-22,0.951,4.92,0.809,0.12,2417,799.66,0.066,0.282,0.448,0.376,29.2,1.8,3,,597,Medium,True,True,7996.61,16.7,185,-0.05,0.02
GRB_003041,Indonesia,Surabaya,Motorcycle,6.3,2025-02-19,0.972,4.62,0.93,0.067,1645,1088.84,0.11,0.269,0.305,0.672,25.1,8.0,3,,613,Medium,True,True,10888.38,14.4,206,-0.1,-0.1
GRB_003042,Indonesia,Medan,Motorcycle,1.0,2025-07-29,0.9,4.6,0.59,0.156,219,658.13,0.256,0.196,0.516,0.288,30.0,2.8,0,593.0,553,Medium,True,True,6581.3,12.3,140,-0.2,-0.04
GRB_003043,Indonesia,Bandung,Motorcycle,23.3,2023-09-29,0.97,5.12,0.929,0.081,6050,502.59,0.177,0.268,0.944,0.609,29.5,17.3,7,603.0,609,Medium,True,True,5025.91,16.6,207,-0.02,0.12
GRB_003044,Indonesia,Bandung,Motorcycle,1.0,2025-07-29,0.873,3.93,0.512,0.138,179,456.17,0.399,0.717,0.502,0.325,21.0,2.8,2,,486,High,False,False,2280.84,22.8,60,-0.02,0.05
GRB_003046,Indonesia,Jakarta,Motorcycle,10.0,2024-11-02,0.858,4.06,0.631,0.048,1791,481.95,0.439,0.198,0.396,0.324,21.3,8.4,4,,499,High,True,False,2409.74,19.9,71,0.03,0.08
GRB_003047,Indonesia,Medan,Car,3.7,2025-05-09,0.795,4.43,0.752,0.028,664,1061.92,0.341,0.364,0.815,0.364,20.6,5.5,2,,533,Medium,True,True,10619.2,17.4,63,-0.08,-0.04
GRB_003048,Indonesia,Surabaya,Motorcycle,5.3,2025-03-23,0.87,4.25,0.522,0.075,946,377.93,0.398,0.357,0.911,0.273,17.2,4.8,1,539.0,478,High,False,False,1889.65,23.5,65,-0.0,0.19
GRB_003051,Indonesia,Bandung,Motorcycle,26.0,2023-07-09,0.921,4.96,0.923,0.113,6768,1277.17,0.071,0.301,0.187,0.585,30.0,2.5,10,,667,Low,True,True,19157.6,9.1,197,-0.01,-0.05
GRB_003052,Indonesia,Bandung,Motorcycle,2.1,2025-06-27,0.83,3.9,0.667,0.135,371,542.34,0.433,0.326,0.457,0.417,15.1,23.0,3,,524,Medium,True,False,5423.44,13.0,82,0.03,-0.09
GRB_003054,Indonesia,Bandung,Motorcycle,14.8,2024-06-10,0.999,4.69,1.0,0.118,3845,1255.04,0.145,0.944,0.07,0.431,23.7,10.6,7,,634,Medium,True,True,12550.39,14.6,212,-0.03,-0.05
GRB_003055,Indonesia,Bandung,Motorcycle,19.0,2024-02-05,0.938,4.74,1.0,0.1,4934,1583.07,0.163,0.089,0.566,0.468,24.0,6.2,4,,665,Low,True,True,23745.98,11.3,189,0.11,-0.07
GRB_003057,Indonesia,Bandung,Car,13.6,2024-07-17,0.843,3.94,0.884,0.074,2441,1158.54,0.387,0.915,0.22,0.39,15.4,8.0,3,,574,Medium,True,False,11585.39,13.0,65,0.04,-0.02
GRB_003058,Indonesia,Jakarta,Car,4.2,2025-04-25,0.982,5.03,0.757,0.052,1079,1811.74,0.176,0.761,0.828,0.607,28.2,3.2,1,,611,Medium,True,True,18117.42,13.1,209,0.05,-0.33
GRB_003059,Indonesia,Surabaya,Motorcycle,6.8,2025-02-03,0.944,4.44,0.792,0.107,1506,566.96,0.212,0.768,0.598,0.447,17.2,10.0,2,,557,Medium,True,True,5669.62,14.8,138,0.1,-0.01
GRB_003060,Indonesia,Medan,Car,11.3,2024-09-24,0.929,4.75,0.939,0.11,2477,1156.15,0.223,0.233,0.78,0.664,21.7,9.0,4,792.0,625,Medium,True,False,11561.53,17.2,125,0.14,-0.1
GRB_003062,Indonesia,Bandung,Motorcycle,1.8,2025-07-05,0.943,4.54,0.658,0.067,468,779.04,0.166,0.653,0.156,0.36,21.3,7.5,0,,558,Medium,True,True,7790.44,15.5,196,0.02,-0.22
GRB_003064,Indonesia,Bandung,Motorcycle,11.6,2024-09-14,0.937,4.83,1.0,0.049,3014,1034.33,0.111,0.288,0.775,0.368,28.9,23.1,2,603.0,615,Medium,True,False,10343.34,15.4,198,0.0,0.17
GRB_003067,Indonesia,Surabaya,Car,7.2,2025-01-25,0.986,4.78,0.948,0.077,1862,1673.76,0.195,0.725,0.517,0.729,24.1,14.0,4,,650,Low,True,True,25106.47,9.3,208,0.06,-0.23
GRB_003068,Indonesia,Jakarta,Motorcycle,3.4,2025-05-18,0.839,4.0,0.554,0.135,607,485.15,0.368,0.146,0.348,0.363,22.5,7.7,1,,490,High,True,False,2425.75,18.6,64,-0.12,0.22
GRB_003069,Indonesia,Medan,Both,6.5,2025-02-14,0.922,4.49,0.801,0.11,1428,1438.81,0.244,0.609,0.981,0.604,24.5,5.7,1,772.0,624,Medium,True,True,14388.09,13.3,130,0.02,0.09
GRB_003070,Indonesia,Jakarta,Car,36.4,2022-09-01,0.959,4.53,0.918,0.036,8005,1597.75,0.25,0.674,0.33,0.595,16.4,0.9,9,536.0,649,Medium,True,True,15977.53,17.2,139,-0.24,0.0
GRB_003075,Indonesia,Surabaya,Car,1.2,2025-07-22,0.904,4.24,0.601,0.058,271,926.97,0.313,0.497,0.334,0.287,23.1,7.9,0,,524,Medium,True,True,9269.69,14.9,122,-0.1,-0.05
GRB_003076,Indonesia,Medan,Car,7.9,2025-01-03,0.982,4.73,1.0,0.054,2054,1320.52,0.105,0.748,0.145,0.407,22.8,20.4,3,696.0,599,Medium,True,True,13205.24,13.5,205,-0.01,0.08
GRB_003077,Indonesia,Surabaya,Motorcycle,3.7,2025-05-09,0.84,4.03,0.509,0.1,663,409.91,0.392,0.465,0.266,0.174,18.6,1.0,0,,476,High,True,False,2049.54,23.2,61,0.12,-0.04
GRB_003078,Indonesia,Medan,Motorcycle,8.9,2024-12-02,0.954,4.38,0.785,0.08,1968,803.0,0.248,0.182,0.045,0.454,21.0,18.0,0,,587,Medium,True,True,8029.98,14.2,150,0.02,-0.27
GRB_003079,Indonesia,Jakarta,Motorcycle,8.6,2024-12-11,0.976,5.05,1.0,0.071,2248,1109.13,0.139,0.671,0.902,0.416,24.2,14.2,3,697.0,621,Medium,True,True,11091.31,15.4,179,0.13,-0.07
GRB_003081,Indonesia,Jakarta,Motorcycle,6.9,2025-02-01,0.969,4.86,0.926,0.091,1798,1338.95,0.134,0.464,0.223,0.664,23.8,21.2,0,,608,Medium,True,True,13389.5,14.9,233,-0.12,-0.17
GRB_003084,Indonesia,Jakarta,Car,17.3,2024-03-28,1.002,4.7,1.0,0.151,4489,1963.33,0.123,0.375,0.394,0.677,28.1,23.9,5,703.0,717,Low,True,True,29449.94,10.2,171,0.1,0.08
GRB_003090,Indonesia,Surabaya,Motorcycle,7.3,2025-01-22,0.947,4.69,0.87,0.141,1599,609.23,0.28,0.765,0.18,0.641,22.8,5.9,4,610.0,560,Medium,True,False,6092.28,17.4,129,-0.18,0.17
GRB_003096,Indonesia,Jakarta,Both,13.8,2024-07-11,0.949,4.95,1.0,0.091,3580,1853.39,0.187,0.295,0.949,0.595,26.4,1.4,2,,657,Low,True,True,27800.82,10.0,224,0.1,-0.08
GRB_003097,Indonesia,Jakarta,Motorcycle,4.4,2025-04-17,0.914,4.47,0.86,0.066,970,576.72,0.303,0.251,0.586,0.577,25.0,7.2,1,539.0,547,Medium,True,False,5767.24,15.2,131,0.06,0.19
GRB_003099,Indonesia,Bandung,Motorcycle,7.9,2025-01-02,0.928,4.41,1.0,0.061,1741,737.09,0.195,0.195,0.166,0.372,19.0,12.7,3,523.0,602,Medium,True,False,7370.91,13.8,139,-0.23,0.2
GRB_003102,Indonesia,Surabaya,Motorcycle,9.9,2024-11-03,0.914,4.35,0.803,0.106,2180,859.47,0.329,0.56,0.747,0.499,20.5,12.0,4,557.0,543,Medium,True,True,8594.7,13.5,131,0.13,0.0
GRB_003103,Indonesia,Jakarta,Motorcycle,3.5,2025-05-14,0.915,4.27,0.858,0.118,775,795.54,0.192,0.591,0.473,0.409,22.9,24.0,1,,576,Medium,True,True,7955.36,18.0,142,0.13,-0.11
GRB_003104,Indonesia,Surabaya,Motorcycle,6.7,2025-02-09,0.974,4.91,0.926,0.063,1730,1053.21,0.132,0.555,0.471,0.477,29.3,9.8,3,590.0,625,Medium,True,True,10532.1,12.3,209,0.27,0.34
GRB_003105,Indonesia,Jakarta,Motorcycle,3.8,2025-05-05,0.89,4.15,0.739,0.039,686,468.53,0.302,0.285,0.554,0.431,18.0,22.3,1,,526,Medium,True,True,4685.31,13.2,80,0.04,-0.05
GRB_003107,Indonesia,Medan,Motorcycle,10.4,2024-10-18,0.856,4.04,0.819,0.096,1880,528.81,0.391,0.73,0.638,0.383,19.9,14.1,4,,514,Medium,True,True,5288.12,16.3,68,0.12,-0.06
GRB_003108,Indonesia,Jakarta,Car,9.0,2024-12-02,0.869,4.2,0.659,0.114,1613,894.47,0.409,0.436,0.361,0.304,21.2,9.0,2,,514,Medium,True,True,8944.69,13.8,67,0.09,0.0
GRB_003109,Indonesia,Jakarta,Car,12.6,2024-08-14,0.944,4.81,1.0,0.109,3281,1908.75,0.152,0.149,0.774,0.654,25.0,8.3,8,711.0,661,Low,True,True,28631.28,9.7,186,-0.12,0.1
GRB_003110,Indonesia,Jakarta,Car,19.3,2024-01-28,0.902,4.68,0.939,0.065,5008,1827.95,0.157,0.198,0.232,0.574,23.0,8.1,3,,684,Low,True,True,27419.32,10.6,230,-0.01,0.15
GRB_003114,Indonesia,Jakarta,Motorcycle,6.3,2025-02-18,0.964,4.87,0.967,0.107,1650,765.83,0.155,0.682,0.217,0.566,25.4,3.2,1,590.0,588,Medium,True,False,7658.32,15.2,203,0.02,-0.03
GRB_003115,Indonesia,Medan,Car,15.3,2024-05-26,0.832,3.9,0.677,0.07,2753,873.96,0.456,0.366,0.624,0.578,15.6,10.7,6,570.0,551,Medium,True,False,8739.62,17.9,65,-0.03,-0.03
GRB_003122,Indonesia,Medan,Motorcycle,5.2,2025-03-26,0.967,4.52,0.827,0.106,1136,485.26,0.286,0.722,0.366,0.508,26.0,14.6,1,,558,Medium,True,True,4852.59,12.3,139,0.02,0.28
GRB_003125,Indonesia,Bandung,Motorcycle,18.7,2024-02-14,0.942,4.71,0.926,0.073,4859,1116.6,0.158,0.173,0.521,0.608,30.0,25.7,6,,631,Medium,True,True,11165.95,16.9,205,0.09,-0.07
GRB_003132,Indonesia,Jakarta,Motorcycle,9.3,2024-11-23,0.847,3.99,0.696,0.075,1667,388.11,0.406,0.681,0.813,0.379,21.1,8.4,2,507.0,515,Medium,True,True,3881.08,14.2,64,0.06,0.19
GRB_003133,Indonesia,Surabaya,Car,12.5,2024-08-16,1.005,4.78,0.89,0.0,3262,2419.68,0.171,0.748,0.269,0.6,23.9,18.0,4,842.0,646,Medium,True,True,24196.83,12.7,203,0.15,-0.14
GRB_003136,Indonesia,Jakarta,Car,21.5,2023-11-21,1.006,4.62,1.0,0.1,5595,2262.35,0.192,0.425,0.349,0.544,30.0,28.6,4,,685,Low,True,True,33935.2,8.6,199,-0.09,-0.01
GRB_003139,Indonesia,Medan,Motorcycle,8.4,2024-12-18,0.852,4.03,0.705,0.018,1516,706.68,0.36,0.741,0.773,0.446,15.1,0.3,2,621.0,520,Medium,True,False,7066.75,16.9,60,0.25,0.04
GRB_003144,Indonesia,Surabaya,Motorcycle,24.4,2023-08-25,1.003,4.64,1.0,0.06,6355,1306.89,0.203,0.482,0.736,0.635,27.6,1.6,8,,668,Low,True,True,19603.42,8.3,192,0.13,0.02
GRB_003146,Indonesia,Bandung,Motorcycle,37.9,2022-07-17,0.98,5.07,0.903,0.03,9863,1256.58,0.126,0.674,0.829,0.823,27.4,4.9,17,751.0,683,Low,True,True,18848.75,8.6,197,-0.06,0.11
GRB_003147,Indonesia,Surabaya,Car,12.1,2024-08-28,0.95,4.78,0.831,0.028,2671,839.24,0.246,0.329,0.644,0.463,21.3,17.4,6,,580,Medium,True,True,8392.37,16.2,117,-0.1,-0.17
GRB_003148,Indonesia,Jakarta,Car,8.1,2024-12-27,0.963,4.89,1.0,0.078,2107,2250.03,0.079,0.438,0.613,0.222,23.5,6.1,5,,627,Medium,True,False,22500.32,12.8,203,-0.03,-0.13
GRB_003150,Indonesia,Surabaya,Motorcycle,16.2,2024-04-28,0.833,3.96,0.601,0.115,2920,493.39,0.294,0.535,0.229,0.326,17.1,5.1,4,562.0,520,Medium,True,True,4933.9,13.5,60,0.1,-0.12
GRB_003152,Indonesia,Surabaya,Motorcycle,7.1,2025-01-27,0.944,4.59,0.937,0.072,1560,612.7,0.2,0.254,0.027,0.414,22.9,19.9,5,,565,Medium,True,True,6127.03,16.3,140,0.15,0.34
GRB_003155,Indonesia,Bandung,Car,8.7,2024-12-11,0.939,4.74,0.957,0.026,2252,1716.81,0.165,0.567,0.731,0.483,24.8,11.0,1,,642,Medium,True,True,17168.09,12.3,197,0.03,0.04
GRB_003156,Indonesia,Surabaya,Motorcycle,7.5,2025-01-14,0.946,4.21,0.888,0.035,1657,668.6,0.198,0.688,0.819,0.478,19.2,2.0,1,,556,Medium,True,True,6685.96,16.1,136,0.1,0.13
GRB_003159,Indonesia,Bandung,Both,4.8,2025-04-05,0.806,4.02,0.594,0.112,866,1249.97,0.345,0.346,0.151,0.282,19.0,9.7,0,,524,Medium,True,True,12499.71,14.0,71,-0.03,0.03
GRB_003161,Indonesia,Bandung,Motorcycle,15.6,2024-05-15,0.997,4.9,1.0,0.115,4066,959.49,0.107,0.404,0.722,0.705,30.0,6.4,5,632.0,630,Medium,True,False,9594.9,12.4,206,0.16,-0.04
GRB_003164,Indonesia,Bandung,Motorcycle,5.2,2025-03-24,0.911,4.09,0.626,0.059,939,470.9,0.368,0.112,0.589,0.38,17.8,17.3,1,,492,High,False,False,2354.5,22.3,69,0.02,-0.25
GRB_003165,Indonesia,Bandung,Motorcycle,2.2,2025-06-24,0.857,4.08,0.595,0.086,388,480.7,0.447,0.962,0.578,0.206,22.3,9.6,1,,498,High,False,False,2403.52,24.2,62,-0.0,0.19
GRB_003166,Indonesia,Surabaya,Motorcycle,22.0,2023-11-08,0.858,4.11,0.721,0.107,3954,773.89,0.403,0.5,0.198,0.514,19.8,13.0,12,,556,Medium,True,True,7738.92,12.3,66,-0.06,-0.04
GRB_003169,Indonesia,Medan,Both,2.3,2025-06-21,0.853,4.19,0.652,0.058,405,909.55,0.423,0.397,0.055,0.488,17.9,7.1,1,695.0,537,Medium,True,False,9095.46,13.8,61,0.06,0.04
GRB_003172,Indonesia,Bandung,Motorcycle,15.5,2024-05-19,0.894,4.15,0.731,0.065,2796,613.45,0.396,0.298,0.194,0.517,18.2,3.2,3,506.0,556,Medium,True,False,6134.47,12.7,75,-0.08,-0.3
GRB_003177,Indonesia,Surabaya,Motorcycle,8.7,2024-12-10,0.961,4.7,1.0,0.105,2254,1297.03,0.175,0.484,0.448,0.67,27.1,20.1,1,,623,Medium,True,True,12970.33,12.0,225,0.08,-0.1
GRB_003182,Indonesia,Surabaya,Car,9.6,2024-11-12,1.006,4.9,0.826,0.121,2497,2454.09,0.18,0.223,0.473,0.752,26.8,4.0,2,,695,Low,True,True,36811.38,8.8,178,0.08,0.01
GRB_003184,Indonesia,Surabaya,Car,10.9,2024-10-06,0.983,4.64,1.0,0.11,2821,2373.31,0.103,0.715,0.403,0.515,29.9,7.7,5,708.0,671,Low,True,True,35599.59,9.0,199,-0.07,0.1
GRB_003185,Indonesia,Bandung,Motorcycle,10.2,2024-10-25,0.974,4.64,0.893,0.071,2656,896.75,0.068,0.074,0.243,0.705,26.1,8.4,3,,624,Medium,True,False,8967.54,17.4,188,-0.02,-0.36
GRB_003186,Indonesia,Jakarta,Car,21.3,2023-11-27,0.962,4.67,1.0,0.058,5543,1739.05,0.175,0.222,0.283,0.557,30.0,17.8,7,705.0,680,Low,True,True,26085.76,9.2,187,0.06,0.08
GRB_003188,Indonesia,Surabaya,Car,9.1,2024-11-29,0.835,4.33,0.586,0.06,1630,789.05,0.381,0.456,0.895,0.454,17.2,1.8,6,,555,Medium,True,False,7890.46,16.8,63,-0.18,-0.06
GRB_003190,Indonesia,Bandung,Both,5.7,2025-03-10,0.944,4.88,1.0,0.125,1479,1248.91,0.087,0.419,0.884,0.466,27.1,9.2,4,,614,Medium,True,False,12489.11,15.6,177,0.1,-0.04
GRB_003193,Indonesia,Jakarta,Motorcycle,7.1,2025-01-26,0.903,5.2,1.0,0.078,1854,899.88,0.196,0.964,0.572,0.534,26.6,9.2,0,,607,Medium,True,False,8998.83,12.3,203,0.06,0.01
GRB_003194,Indonesia,Jakarta,Motorcycle,10.9,2024-10-05,0.959,4.45,0.933,0.014,2398,547.38,0.25,0.12,0.364,0.435,15.4,0.3,0,,547,Medium,True,True,5473.81,17.0,125,0.01,0.07
GRB_003195,Indonesia,Surabaya,Motorcycle,11.5,2024-09-15,0.946,4.51,0.885,0.061,3000,1342.83,0.146,0.679,0.497,0.643,28.5,10.3,6,,634,Medium,True,True,13428.28,13.1,205,-0.01,-0.08
GRB_003199,Indonesia,Surabaya,Motorcycle,4.3,2025-04-21,0.876,4.68,0.722,0.147,943,721.78,0.199,0.159,0.065,0.483,25.4,18.2,0,594.0,564,Medium,True,True,7217.82,13.1,136,0.08,0.09
GRB_003200,Indonesia,Medan,Car,2.9,2025-06-02,0.93,4.43,0.771,0.117,520,822.45,0.399,0.809,0.511,0.475,14.6,1.7,0,,546,Medium,True,True,8224.5,14.5,64,0.0,0.24
GRB_003201,Indonesia,Bandung,Motorcycle,2.7,2025-06-07,0.922,4.38,0.824,0.197,596,748.97,0.264,0.204,0.227,0.675,19.0,3.0,2,,553,Medium,True,True,7489.71,13.9,134,-0.05,0.16
GRB_003204,Indonesia,Bandung,Motorcycle,3.9,2025-05-03,0.843,4.41,0.668,0.129,699,345.47,0.418,0.376,0.896,0.263,17.9,12.7,1,,483,High,False,False,1727.33,19.6,68,-0.05,-0.17
GRB_003207,Indonesia,Jakarta,Both,9.0,2024-12-01,0.878,4.13,0.748,0.07,1616,1090.78,0.42,0.114,0.867,0.201,17.7,10.3,0,639.0,525,Medium,True,True,10907.84,16.2,62,0.0,-0.2
GRB_003209,Indonesia,Medan,Motorcycle,1.0,2025-07-29,0.904,4.42,0.667,0.052,219,762.17,0.177,0.281,0.878,0.387,27.4,1.8,1,,566,Medium,True,False,7621.66,12.5,141,-0.23,-0.06
GRB_003211,Indonesia,Bandung,Car,16.7,2024-04-13,0.907,4.56,1.0,0.036,3675,1468.35,0.25,0.438,0.377,0.716,21.5,12.3,1,663.0,651,Low,True,True,22025.28,11.0,139,-0.06,-0.01
GRB_003215,Indonesia,Surabaya,Motorcycle,6.2,2025-02-21,0.885,4.19,0.661,0.061,1123,411.95,0.394,0.765,0.626,0.309,13.8,5.7,1,659.0,483,High,False,False,2059.75,24.7,62,-0.04,-0.07
GRB_003218,Indonesia,Surabaya,Car,12.4,2024-08-20,0.901,4.67,0.928,0.117,2729,1596.4,0.263,0.734,0.377,0.575,23.3,19.8,3,820.0,607,Medium,True,False,15964.05,14.0,120,-0.07,0.21
GRB_003220,Indonesia,Medan,Car,27.8,2023-05-18,0.894,4.74,1.0,0.029,6109,1836.37,0.222,0.135,0.141,0.498,27.1,2.0,7,794.0,652,Low,True,True,27545.53,8.0,145,-0.12,-0.08
GRB_003221,Indonesia,Jakarta,Motorcycle,5.5,2025-03-15,0.963,4.47,0.868,0.028,1434,1242.58,0.168,0.732,0.596,0.319,29.6,17.3,2,679.0,602,Medium,True,True,12425.8,14.1,184,0.11,-0.09
GRB_003222,Indonesia,Surabaya,Car,22.8,2023-10-13,0.999,5.02,1.0,0.044,5931,2502.3,0.175,0.661,0.578,0.722,25.6,22.7,6,824.0,723,Low,True,True,37534.53,11.3,201,-0.15,0.05
GRB_003224,Indonesia,Jakarta,Motorcycle,16.9,2024-04-09,1.028,5.08,0.991,0.049,4382,1191.98,0.161,0.612,0.621,0.543,20.4,10.8,5,,651,Low,True,True,17879.73,8.3,194,-0.06,-0.01
GRB_003227,Indonesia,Bandung,Motorcycle,14.6,2024-06-15,0.918,4.52,0.856,0.104,3216,482.22,0.188,0.286,0.7,0.329,27.1,13.8,3,650.0,561,Medium,True,True,4822.24,13.1,111,0.1,0.15
GRB_003228,Indonesia,Bandung,Motorcycle,5.9,2025-03-04,0.845,4.16,0.931,0.08,1060,420.94,0.375,0.481,0.388,0.32,17.4,3.8,0,494.0,533,Medium,True,False,4209.41,16.2,68,0.07,0.19
GRB_003229,Indonesia,Surabaya,Motorcycle,16.1,2024-05-01,0.959,4.8,1.0,0.003,4192,1046.25,0.084,0.467,0.518,0.748,20.9,0.3,5,,646,Medium,True,True,10462.51,17.7,198,-0.07,0.08
GRB_003231,Indonesia,Bandung,Car,9.6,2024-11-11,0.989,4.78,1.0,0.087,2507,797.46,0.111,0.539,0.965,0.613,24.1,23.8,0,,622,Medium,True,True,7974.63,12.8,227,-0.02,-0.07
GRB_003234,Indonesia,Bandung,Motorcycle,13.4,2024-07-23,0.903,4.69,1.0,0.151,3472,1031.91,0.224,0.279,0.012,0.644,25.5,4.1,3,681.0,633,Medium,True,True,10319.11,16.1,200,-0.16,0.07
GRB_003242,Indonesia,Surabaya,Car,3.4,2025-05-19,0.934,4.61,0.804,0.047,738,1183.26,0.259,0.349,0.871,0.432,27.9,4.3,0,759.0,569,Medium,True,True,11832.62,13.8,124,0.03,0.07
GRB_003243,Indonesia,Medan,Motorcycle,6.8,2025-02-06,0.974,4.79,0.897,0.115,1760,785.39,0.153,0.593,0.267,0.623,28.5,18.8,1,,579,Medium,True,False,7853.9,15.3,195,0.06,0.0
GRB_003244,Indonesia,Jakarta,Car,5.0,2025-03-30,0.889,4.38,0.828,0.084,1105,922.1,0.271,0.048,0.642,0.348,21.8,4.4,1,,562,Medium,True,True,9221.0,13.1,144,0.15,0.06
GRB_003245,Indonesia,Bandung,Motorcycle,2.3,2025-06-21,0.756,4.2,0.552,0.134,407,418.2,0.474,0.761,0.347,0.152,18.1,3.2,0,,447,High,False,False,2091.0,23.5,73,-0.16,-0.17
GRB_003246,Indonesia,Surabaya,Car,12.7,2024-08-12,0.978,4.86,0.994,0.043,3294,2519.91,0.17,0.296,0.852,0.683,22.7,23.1,5,634.0,664,Low,True,True,37798.59,11.0,206,-0.1,-0.04
